Filename,PromptID,PromptType,Model,Category,Tags
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Programmer Support/Answer0568_BAB_GPT.md,568,BAB,GPT,Programmer Support,"LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Programmer Support/Answer0570_BAB_GPT.md,570,BAB,GPT,Sequential Control,"ACT,ALM,FIC,PIC,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Programmer Support/Answer0564_BAB_GPT.md,564,BAB,GPT,Programmer Support,"INTLK,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Programmer Support/Answer0569_BAB_GPT.md,569,BAB,GPT,Programmer Support,"ACT,INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Programmer Support/Answer0561_BAB_GPT.md,561,BAB,GPT,Programmer Support,
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Mathematical Functions/Answer0531_BAB_GPT.md,531,BAB,GPT,Mathematical Functions,"INTLK,PIC,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Mathematical Functions/Answer0537_BAB_GPT.md,537,BAB,GPT,Mathematical Functions,"INTLK,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Mathematical Functions/Answer0540_BAB_GPT.md,540,BAB,GPT,PLC Programing Tasks,"ALM,INTLK,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Mathematical Functions/Answer0533_BAB_GPT.md,533,BAB,GPT,Mathematical Functions,"INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Mathematical Functions/Answer0535_BAB_GPT.md,535,BAB,GPT,Mathematical Functions,"INTLK,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Mathematical Functions/Answer0536_BAB_GPT.md,536,BAB,GPT,Mathematical Functions,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Mathematical Functions/Answer0532_BAB_GPT.md,532,BAB,GPT,Mathematical Functions,"INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Mathematical Functions/Answer0538_BAB_GPT.md,538,BAB,GPT,Mathematical Functions,"INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Mathematical Functions/Answer0539_BAB_GPT.md,539,BAB,GPT,Mathematical Functions,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Mathematical Functions/Answer0534_BAB_GPT.md,534,BAB,GPT,Mathematical Functions,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Process Control/Answer0560_BAB_GPT.md,560,BAB,GPT,Programmer Support,"ACT,ALM,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Process Control/Answer0559_BAB_GPT.md,559,BAB,GPT,Process Control,"ACT,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Process Control/Answer0554_BAB_GPT.md,554,BAB,GPT,Process Control,"FIC,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Process Control/Answer0555_BAB_GPT.md,555,BAB,GPT,Process Control,"ACT,ALM,FIC,TIC"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Process Control/Answer0553_BAB_GPT.md,553,BAB,GPT,Process Control,"ACT,ALM,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Process Control/Answer0558_BAB_GPT.md,558,BAB,GPT,Process Control,"ACT,ALM,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Process Control/Answer0552_BAB_GPT.md,552,BAB,GPT,Process Control,"ACT,ALM,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Process Control/Answer0557_BAB_GPT.md,557,BAB,GPT,Process Control,"ACT,ALM,FIC,PIC"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Process Control/Answer0556_BAB_GPT.md,556,BAB,GPT,Process Control,"ACT,ALM,RPT"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Process Control/Answer0551_BAB_GPT.md,551,BAB,GPT,Process Control,"ACT,ALM,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Various Engineering Inputs/Answer0592_BAB_GPT.md,592,BAB,GPT,Various Engineering Inputs,"ACT,ALM,FIC,INTLK,LOGIC,RPT,SEN,TIC"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Various Engineering Inputs/Answer0595_BAB_GPT.md,595,BAB,GPT,Various Engineering Inputs,SEQ
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Various Engineering Inputs/Answer0591_BAB_GPT.md,591,BAB,GPT,Various Engineering Inputs,"ACT,FIC"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Various Engineering Inputs/Answer0593_BAB_GPT.md,593,BAB,GPT,Various Engineering Inputs,"RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Various Engineering Inputs/Answer0594_BAB_GPT.md,594,BAB,GPT,Various Engineering Inputs,"ACT,ALM,PIC,RPT"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Various Engineering Inputs/Answer0599_BAB_GPT.md,599,BAB,GPT,Various Engineering Inputs,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Various Engineering Inputs/Answer0600_BAB_GPT.md,600,BAB,GPT,Unknown,"ACT,ALM,FIC,INTLK,LOGIC,RPT,SEQ,TIC"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Various Engineering Inputs/Answer0596_BAB_GPT.md,596,BAB,GPT,Various Engineering Inputs,"ACT,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Various Engineering Inputs/Answer0598_BAB_GPT.md,598,BAB,GPT,Various Engineering Inputs,"ACT,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Various Engineering Inputs/Answer0597_BAB_GPT.md,597,BAB,GPT,Various Engineering Inputs,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Diagnostics and Communication/Answer0517_BAB_GPT.md,517,BAB,GPT,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Diagnostics and Communication/Answer0519_BAB_GPT.md,519,BAB,GPT,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Diagnostics and Communication/Answer0511_BAB_GPT.md,511,BAB,GPT,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Diagnostics and Communication/Answer0512_BAB_GPT.md,512,BAB,GPT,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Diagnostics and Communication/Answer0515_BAB_GPT.md,515,BAB,GPT,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Diagnostics and Communication/Answer0513_BAB_GPT.md,513,BAB,GPT,Diagnostics and Communication,"ALM,RPT"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Diagnostics and Communication/Answer0520_BAB_GPT.md,520,BAB,GPT,Interlocks,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Diagnostics and Communication/Answer0518_BAB_GPT.md,518,BAB,GPT,Diagnostics and Communication,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Diagnostics and Communication/Answer0516_BAB_GPT.md,516,BAB,GPT,Diagnostics and Communication,"ALM,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/Diagnostics and Communication/Answer0514_BAB_GPT.md,514,BAB,GPT,Diagnostics and Communication,"ALM,LOGIC,RPT"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/PLC Programing Tasks/Answer0545_BAB_GPT.md,545,BAB,GPT,PLC Programing Tasks,"ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/PLC Programing Tasks/Answer0541_BAB_GPT.md,541,BAB,GPT,PLC Programing Tasks,"ACT,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/PLC Programing Tasks/Answer0548_BAB_GPT.md,548,BAB,GPT,PLC Programing Tasks,"SEN,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/PLC Programing Tasks/Answer0542_BAB_GPT.md,542,BAB,GPT,PLC Programing Tasks,"LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/PLC Programing Tasks/Answer0543_BAB_GPT.md,543,BAB,GPT,PLC Programing Tasks,"ACT,INTLK,SEQ"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/PLC Programing Tasks/Answer0550_BAB_GPT.md,550,BAB,GPT,Process Control,"ACT,ALM,FIC,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/PLC Programing Tasks/Answer0547_BAB_GPT.md,547,BAB,GPT,PLC Programing Tasks,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/PLC Programing Tasks/Answer0544_BAB_GPT.md,544,BAB,GPT,PLC Programing Tasks,"ALM,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/PLC Programing Tasks/Answer0546_BAB_GPT.md,546,BAB,GPT,PLC Programing Tasks,"ACT,ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/B-A-B(Before-After-Before)/PLC Programing Tasks/Answer0549_BAB_GPT.md,549,BAB,GPT,PLC Programing Tasks,SEN
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Standard Algorithms/Answer0787_RISE_GPT.md,787,RISE,GPT,Standard Algorithms,"INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Standard Algorithms/Answer0783_RISE_GPT.md,783,RISE,GPT,Standard Algorithms,"INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Standard Algorithms/Answer0788_RISE_GPT.md,788,RISE,GPT,Standard Algorithms,"INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Standard Algorithms/Answer0789_RISE_GPT.md,789,RISE,GPT,Standard Algorithms,"ACT,ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Standard Algorithms/Answer0781_RISE_GPT.md,781,RISE,GPT,Standard Algorithms,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Standard Algorithms/Answer0784_RISE_GPT.md,784,RISE,GPT,Standard Algorithms,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Standard Algorithms/Answer0790_RISE_GPT.md,790,RISE,GPT,Various Engineering Inputs,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Standard Algorithms/Answer0782_RISE_GPT.md,782,RISE,GPT,Standard Algorithms,"INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Standard Algorithms/Answer0785_RISE_GPT.md,785,RISE,GPT,Standard Algorithms,"INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Standard Algorithms/Answer0786_RISE_GPT.md,786,RISE,GPT,Standard Algorithms,"INTLK,PIC,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Sequential Control/Answer0777_RISE_GPT.md,777,RISE,GPT,Sequential Control,PIC
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Sequential Control/Answer0778_RISE_GPT.md,778,RISE,GPT,Sequential Control,"PIC,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Sequential Control/Answer0775_RISE_GPT.md,775,RISE,GPT,Sequential Control,SEN
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Sequential Control/Answer0774_RISE_GPT.md,774,RISE,GPT,Sequential Control,"ACT,ALM,PIC,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Sequential Control/Answer0772_RISE_GPT.md,772,RISE,GPT,Sequential Control,"ACT,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Sequential Control/Answer0779_RISE_GPT.md,779,RISE,GPT,Sequential Control,"ALM,INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Sequential Control/Answer0771_RISE_GPT.md,771,RISE,GPT,Sequential Control,"ACT,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Sequential Control/Answer0780_RISE_GPT.md,780,RISE,GPT,Standard Algorithms,"SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Sequential Control/Answer0776_RISE_GPT.md,776,RISE,GPT,Sequential Control,"ACT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Sequential Control/Answer0773_RISE_GPT.md,773,RISE,GPT,Sequential Control,"LOGIC,RPT,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Advanced Process Control/Answer0709_RISE_GPT.md,709,RISE,GPT,Advanced Process Control,"ALM,LOGIC,PIC,RPT"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Advanced Process Control/Answer0702_RISE_GPT.md,702,RISE,GPT,Advanced Process Control,"SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Advanced Process Control/Answer0708_RISE_GPT.md,708,RISE,GPT,Advanced Process Control,"ALM,SEN,SEQ,TIC"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Advanced Process Control/Answer0707_RISE_GPT.md,707,RISE,GPT,Advanced Process Control,SEQ
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Advanced Process Control/Answer0704_RISE_GPT.md,704,RISE,GPT,Advanced Process Control,"LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Advanced Process Control/Answer0706_RISE_GPT.md,706,RISE,GPT,Advanced Process Control,SEN
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Advanced Process Control/Answer0701_RISE_GPT.md,701,RISE,GPT,Advanced Process Control,"SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Advanced Process Control/Answer0705_RISE_GPT.md,705,RISE,GPT,Advanced Process Control,"ALM,PIC,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Advanced Process Control/Answer0703_RISE_GPT.md,703,RISE,GPT,Advanced Process Control,
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Advanced Process Control/Answer0710_RISE_GPT.md,710,RISE,GPT,Diagnostics and Communication,"FIC,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Interlocks/Answer0723_RISE_GPT.md,723,RISE,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Interlocks/Answer0730_RISE_GPT.md,730,RISE,GPT,Mathematical Functions,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Interlocks/Answer0722_RISE_GPT.md,722,RISE,GPT,Interlocks,"ACT,ALM,INTLK,PIC,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Interlocks/Answer0728_RISE_GPT.md,728,RISE,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Interlocks/Answer0727_RISE_GPT.md,727,RISE,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Interlocks/Answer0729_RISE_GPT.md,729,RISE,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Interlocks/Answer0724_RISE_GPT.md,724,RISE,GPT,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Interlocks/Answer0725_RISE_GPT.md,725,RISE,GPT,Interlocks,"ACT,ALM"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Interlocks/Answer0726_RISE_GPT.md,726,RISE,GPT,Interlocks,"ACT,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Interlocks/Answer0721_RISE_GPT.md,721,RISE,GPT,Interlocks,
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Programmer Support/Answer0764_RISE_GPT.md,764,RISE,GPT,Programmer Support,"ACT,INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Programmer Support/Answer0768_RISE_GPT.md,768,RISE,GPT,Programmer Support,
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Programmer Support/Answer0766_RISE_GPT.md,766,RISE,GPT,Programmer Support,"ACT,PIC,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Programmer Support/Answer0769_RISE_GPT.md,769,RISE,GPT,Programmer Support,"ACT,FIC,INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Programmer Support/Answer0765_RISE_GPT.md,765,RISE,GPT,Programmer Support,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Programmer Support/Answer0770_RISE_GPT.md,770,RISE,GPT,Sequential Control,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Programmer Support/Answer0761_RISE_GPT.md,761,RISE,GPT,Programmer Support,"LOGIC,RPT,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Programmer Support/Answer0762_RISE_GPT.md,762,RISE,GPT,Programmer Support,"ACT,INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Programmer Support/Answer0763_RISE_GPT.md,763,RISE,GPT,Programmer Support,"INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Programmer Support/Answer0767_RISE_GPT.md,767,RISE,GPT,Programmer Support,"ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Mathematical Functions/Answer0736_RISE_GPT.md,736,RISE,GPT,Mathematical Functions,"ALM,INTLK,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Mathematical Functions/Answer0740_RISE_GPT.md,740,RISE,GPT,PLC Programing Tasks,"INTLK,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Mathematical Functions/Answer0735_RISE_GPT.md,735,RISE,GPT,Mathematical Functions,"INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Mathematical Functions/Answer0734_RISE_GPT.md,734,RISE,GPT,Mathematical Functions,"INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Mathematical Functions/Answer0738_RISE_GPT.md,738,RISE,GPT,Mathematical Functions,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Mathematical Functions/Answer0739_RISE_GPT.md,739,RISE,GPT,Mathematical Functions,"INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Mathematical Functions/Answer0733_RISE_GPT.md,733,RISE,GPT,Mathematical Functions,"ALM,INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Mathematical Functions/Answer0737_RISE_GPT.md,737,RISE,GPT,Mathematical Functions,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Mathematical Functions/Answer0731_RISE_GPT.md,731,RISE,GPT,Mathematical Functions,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Mathematical Functions/Answer0732_RISE_GPT.md,732,RISE,GPT,Mathematical Functions,"INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0754_RISE_GPT.md,754,RISE,GPT,Process Control,"ACT,INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0758_RISE_GPT.md,758,RISE,GPT,Process Control,"ALM,FIC,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0751_RISE_GPT.md,751,RISE,GPT,Process Control,"ACT,ALM,FIC,INTLK,SEN,TIC"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0756_RISE_GPT.md,756,RISE,GPT,Process Control,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0752_RISE_GPT.md,752,RISE,GPT,Process Control,"ACT,ALM,FIC,INTLK,PIC,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0757_RISE_GPT.md,757,RISE,GPT,Process Control,"ALM,FIC,INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0753_RISE_GPT.md,753,RISE,GPT,Process Control,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0755_RISE_GPT.md,755,RISE,GPT,Process Control,"ACT,ALM,FIC,INTLK,SEN,SEQ"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0759_RISE_GPT.md,759,RISE,GPT,Process Control,"ACT,ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Process Control/Answer0760_RISE_GPT.md,760,RISE,GPT,Programmer Support,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0792_RISE_GPT.md,792,RISE,GPT,Various Engineering Inputs,"ACT,ALM,INTLK,PIC,RPT"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0796_RISE_GPT.md,796,RISE,GPT,Various Engineering Inputs,"ACT,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0799_RISE_GPT.md,799,RISE,GPT,Various Engineering Inputs,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0800_RISE_GPT.md,800,RISE,GPT,Unknown,"RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0797_RISE_GPT.md,797,RISE,GPT,Various Engineering Inputs,SEQ
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0795_RISE_GPT.md,795,RISE,GPT,Various Engineering Inputs,"ACT,FIC,PIC,TIC"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0791_RISE_GPT.md,791,RISE,GPT,Various Engineering Inputs,"ACT,FIC"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0793_RISE_GPT.md,793,RISE,GPT,Various Engineering Inputs,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0794_RISE_GPT.md,794,RISE,GPT,Various Engineering Inputs,"ACT,ALM,INTLK,PIC,RPT,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Various Engineering Inputs/Answer0798_RISE_GPT.md,798,RISE,GPT,Various Engineering Inputs,"ACT,FIC"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Diagnostics and Communication/Answer0715_RISE_GPT.md,715,RISE,GPT,Diagnostics and Communication,"ALM,INTLK,SEN"
../Industrial-Control/Models/GPT/R-I-S-E(Role-Input-Steps-Expectation)/Diagnostics and Communication/Answer0717_RISE_GPT.md,717,RISE,GPT,Diagnostics and Communication,"ALM,INTLK,SEN"
